"A01"	"A02"	"A03"	"A04"	"A05"	"A06"	"A07"	"A08"	"A09"	"B10"	"B11"	"B12"	"B13"	"B14"	"B15"	"B16"	"B17"	"B18"	"D30"	"D31"	"D32"	"D34"	"D35"	"D36"	"D37"	"D38"	"D39"	"D40"
"HMR_4394"	0.0512380445281445	0.0434055950105388	0.0442308018459687	0.0386404673957691	0.0472244108327237	0.0465839829249228	0.0495326476031422	0.0501168657761312	0.0491889734141821	0.0493968656456112	0.0489196053632425	0.0440083715661538	0.0549492580306323	0.0468409570008615	0.0375434084797591	0.0473890070602234	0.0451975594165989	0.0405922605747735	0.0527172026383497	0.0528460792243292	0.0536705087908806	0.0448494363379039	0.0513570865431431	0.0452215446457773	0.0550290501195333	0.041510680662164	0.0489864187936975	0.0377964305265666
"HMR_4396"	-0.0212277148103688	-0.0186622168610142	-0.021825584082503	-0.0189259619131954	-0.0206428582138543	-0.0170923700193581	-0.0712754718955027	-0.020130426768514	-0.0193819204559055	-0.0182105876376184	-0.0213158716773895	-0.0196718514580967	-0.0229114309253102	-0.0208936723896673	-0.0202344621536654	-0.021465473976825	-0.0200023190432776	-0.0195787811082948	-0.0229818558127811	-0.0241967392569759	-0.0239230745948259	-0.0647032116948763	-0.0230512661897962	-0.0220004291195672	-0.0248460566187118	-0.0184640925424354	-0.0230293628306834	-0.017730357003224
"HMR_4521"	0.000161025905475267	0.000141542217919263	0.00014869681261643	4.14029610026732e-05	0.000194859273933105	0.000173608061214423	0.000833338111449722	0.00014586302424591	0.00016186558417118	0.00014094375153839	5.29666207255025e-05	0.000158574652861671	0.000166712875666257	0.000106084200049709	0.000188885232611111	0.000101352497626099	0.000171589306372515	7.1793232983189e-05	8.10850314599003e-05	0.000130880255061986	0.000181442105739077	0.000825458552515925	0.000119639965975012	0.000191670536359802	0.000203311268765582	0.000151638959547867	0.000132669731956733	0.000153904627606679
"HMR_6410"	0.00325158874865865	0.0021613693687103	0.00220441633559209	0.00162302943293975	0.00239449089631671	0.00160893665122611	0.00909497170072292	0.00321008162232885	0.00369073411121025	0.00190138016994002	0.00229499436866689	0.0032381281215886	0.00415046513638486	0.00403318317301664	0.00170123672727518	0.0029605205248502	0.00323441392019943	0.00260575080582049	0.00522084697948444	0.00461670957135486	0.00371558499227239	0.00946410978397889	0.0046085278567693	0.00310717529008594	0.00362149762345058	0.0032888270647361	0.00445971457410895	0.00268128348323686
"HMR_6412"	0.00325158874867224	0.00216136936872343	0.00220441633851419	0.00162302943295548	0.00239449089632921	0.00160893665123862	0.00909497172103604	0.00321008162234217	0.00369073411122209	0.00190138016996166	0.00229499436867932	0.00323812812160214	0.00415046513639662	0.0040331831730282	0.00170123672732863	0.00296052052486186	0.00323441392021107	0.00260575080583245	0.00522084697949609	0.00461670957136699	0.00371558499228456	0.00946410970965111	0.00460852785678061	0.00310717529010041	0.00362149762346261	0.00328882706474851	0.00445971457412075	0.00268128348325088
"HMR_7745"	-0.0301414096267729	-0.0275916728668991	-0.0300772717974839	-0.0278571147018246	-0.0294662055814882	-0.025014678519201	-0.0513117443941287	-0.0308305126717953	-0.0298666953719514	-0.0320979342845324	-0.032471011137559	-0.0280960359782802	-0.0331866227614199	-0.0252188523680036	-0.0278121026115154	-0.0315262418676615	-0.030291380265992	-0.0290641151860857	-0.0314468057896347	-0.030499628839909	-0.0313735764523755	-0.0468715511336526	-0.0270734886742989	-0.028786758451269	-0.0313235081159211	-0.0261473287365277	-0.0307121662780008	-0.0262248798551008
"HMR_7746"	0.0172314068200244	0.014829044860644	0.0173258596178234	0.0187729932505122	0.0162048128179176	0.0144203467123659	0.0199090815809274	0.0188359442591083	0.0179510745088936	0.0174030119062129	0.016021147301293	0.0147242114244119	0.0186689723804464	0.0165463820217156	0.0169046248832361	0.017679537898374	0.0174269524451032	0.0190159106523346	0.01908881487149	0.0203351635402879	0.0189242651129798	0.0186623770927793	0.0165790186576057	0.018020195585104	0.0183948921121206	0.0137283573635051	0.0195399751504769	0.0164882651783864
"HMR_7747"	0.0129100028067483	0.0127626280062552	0.0127514121806398	0.0090841214513128	0.0132613927635704	0.0105943318068352	0.0314026628132024	0.0119945684126868	0.0119156208630577	0.014694922378322	0.016449863836266	0.0133718245538683	0.0145176503809734	0.00867247034628791	0.0109074777282648	0.0138467039692872	0.0128644278208887	0.0100482045337508	0.0123579909181446	0.010164465299621	0.0124493113393956	0.0282091740408739	0.0104944700166932	0.010766562866165	0.0129286160038004	0.0124189713730226	0.0111721911275237	0.0097366146767145
"HMR_7748"	-0.00311016014276128	-0.000594489505636328	-0.000928382317251619	-0.0016487022687789	-0.000349061624629415	-0.0043738954264137	0.0100614559461253	0.000140701792278514	-0.00364861839041228	-0.00257548575238833	0.000173153004984578	0.00168748679793901	-0.000197081647004577	-0.00333718085903914	0.00318774220677132	0.000472953331924153	0.000484072888558867	0.00111017679429679	-0.00286633735240177	-0.00174645149602021	0.00109570180053598	0.010016955859621	-0.00381443663862793	0.000398814048963331	0.00382649838084265	0.00101576947305243	0.000383053106972286	-0.00138817928962989
"HMR_7749"	0.0332515697695362	0.0281861623725381	0.0310056541209397	0.029505816970609	0.0298152672061196	0.0293885739456168	0.0412502884480096	0.0306898108795188	0.0335153137623654	0.0346734200369334	0.032297858132577	0.0264085491803438	0.0333837044084261	0.028556033227045	0.0246243604047372	0.0310532885357388	0.0298073073774347	0.0279539383917909	0.0343131431420381	0.0322460803359308	0.0302778746518412	0.0368545952740354	0.0308879253129284	0.0283879444023086	0.0274970097350797	0.0251315592634777	0.0303291131710303	0.0276130591447347
