"A01"	"A02"	"A03"	"A04"	"A05"	"A06"	"A07"	"A08"	"A09"	"B10"	"B11"	"B12"	"B13"	"B14"	"B15"	"B16"	"B17"	"B18"	"C19"	"C20"	"C21"	"C22"	"C23"	"C24"	"C25"	"C26"	"C27"	"C28"	"C29"	"D30"	"D31"	"D32"	"D34"	"D35"	"D36"	"D37"	"D38"	"D39"	"D40"	"E41"	"E42"	"E43"	"E44"	"E45"	"E46"	"E47"	"E48"	"E49"	"E50"	"E51"	"E52"	"F53"	"F54"	"F55"	"F56"	"F57"	"F58"	"F59"	"F60"	"F61"	"F62"	"G63"	"G64"	"G65"	"G66"	"G67"	"G68"	"G69"	"G70"	"G71"	"H72"	"H73"	"H74"	"H75"	"H76"	"H77"	"H78"	"H79"	"H80"	"I89"	"I90"	"I91"	"I92"	"I93"	"I94"	"I95"	"I96"	"I97"	"I98"
"HMR_4371"	56.120689375	51.470542118	68.670428619	62.423745431	65.414231921	49.622786098	64.881365499	74.442110209	68.111825429	65.425029637	44.237600481	65.345380358	69.829019039	82.827816656	50.374710925	52.093675489	46.033663334	61.819546435	70.073344809	42.165647307	33.419813365	52.244261967	68.037598415	36.348051887	42.462120078	55.346241376	56.370651906	49.771466416	78.363670657	63.827183241	56.338724575	59.475157481	56.914471151	46.799266278	54.021137135	65.114956862	42.150402489	56.969164502	53.882911385	34.000028438	44.868609474	43.755460094	47.778641619	34.219037843	27.499251331	38.135071379	38.887882456	35.510204193	34.889350513	63.472975932	42.839087807	62.866543639	29.534629796	46.944833637	42.609218156	49.62935942	45.338748563	49.523560108	37.591437172	48.031365355	53.807265383	48.810593189	30.28301933	33.361238865	42.817719106	42.6595165	38.892912968	42.647763323	30.750520677	31.528813902	55.911034827	51.59270868	63.139397672	51.3062696	55.000712232	46.802991713	52.957252692	49.048655214	46.445659801	37.632337084	32.287559712	36.381291571	51.995916116	40.497282961	43.78382215	42.274488201	38.188484568	32.527992612	35.903899371
"HMR_4372"	15.00318207	8.924506023	10.74519298	13.34280745	10.81977827	5.403232037	9.572660492	9.481439175	9.41382954	11.60368451	13.23898993	13.97685093	12.85474079	12.44121527	8.428453587	7.664721414	9.695659073	10.90250914	13.66667493	8.161093034	6.279616635	10.87663643	12.41598559	6.129127221	7.379278608	9.592333452	9.137766213	6.670402724	10.52397788	15.123322	12.72822743	13.86800548	10.89319993	11.38474073	11.14761375	14.91307318	7.416383823	14.89638154	11.41969121	5.378535581	6.384466178	6.980928114	8.230774405	7.72014879	5.43941236	6.543175414	8.355700651	3.57485278	6.748145993	10.24115791	6.466277414	12.55406878	2.605996756	8.662333016	8.683005484	8.92898158	7.497307745	10.05609409	8.328184259	8.263460714	10.54377515	9.796192358	6.442024119	8.956037286	9.419898211	6.777114686	7.452208507	8.879124503	7.198821323	5.574154953	9.318505812	9.344344162	10.62522023	8.378754535	10.41827913	8.029802434	10.88162727	8.097342276	7.72694522	6.72453527	6.622484883	6.918142701	8.243567211	6.915102098	7.654090689	7.555195035	7.167908335	5.914180484	6.797744397
"HMR_4373"	840.492069198	789.730420701	1121.674637777	839.867519191	907.663764589	867.498217893	1067.786765113	1265.857546765	1044.633029704	1011.29813734	399.914366359	946.367292726	895.762263517	1036.881556498	627.968794159	927.722020731	612.649636324	968.177605548	953.788384883	685.494031243	463.068119578	707.527474359	913.776487192	512.907088469	483.467820726	659.663248244	645.187043595	771.947514151	1253.818730109	1060.082059722	802.000714147	883.310932476	876.352936719	671.27960121	654.549061217	712.003647293	608.963374372	788.706432843	754.631225771	540.927006022	769.150826957	703.328506506	801.511089921	525.38742237	471.717926618	582.061615722	705.356631949	890.614986688	521.904481906	1085.507229765	671.280422983	793.840425538	983.763771593	635.643427804	563.721107258	807.12255893	632.169439128	666.621720664	658.919825391	723.913588735	534.603411523	862.661216616	485.464329721	638.56545781	580.526713451	621.497721735	577.573356364	647.686687473	437.43948768	434.914729821	899.054280545	749.270602737	839.448027012	784.392883073	623.308898722	647.087006613	764.44640604	769.048400332	497.758052091	501.353782653	481.650260972	486.874465635	632.399369588	607.975011464	709.043455615	604.031113677	462.76597327	407.674621012	508.604509906
"HMR_4375"	75.58088367	75.76993968	80.79891079	84.39003936	73.88008895	84.40221064	90.16672626	85.29024331	70.47786815	82.11458437	76.04346652	83.933151184	72.412886537	77.20370566	96.29018187	76.33005317	71.267237572	82.11677087	89.33956016	80.13739957	69.627163849	75.362802962	81.75525991	86.07932457	64.34981083	84.19937133	93.782337356	101.68865681	99.61144875	79.24040917	80.408128992	70.19784212	84.14747095	59.02420926	77.80934859	70.52299438	75.09554465	74.988300232	73.7171119	89.514199142	107.47184721	89.63013049	88.588369721	84.50433125	60.03499558	81.970332372	76.05945881	82.22161371	67.337882264	72.57622739	74.26115457	86.33928526	53.4229333	79.714940527	76.61765626	88.17817543	81.982394644	70.554853654	73.73117249	76.207470943	80.06466668	81.94727861	72.954546551	91.351580226	81.63911776	81.08333631	78.819343905	86.06458467	78.38716542	76.77527473	79.55018807	85.68962404	87.89449191	81.93769037	77.75514399	81.098503	76.679200139	82.765457439	68.95458716	74.074306123	78.92776456	67.82492835	81.69323895	82.50366277	71.77477118	74.648402765	79.04071884	67.53108277	69.567116843
"HMR_4377"	206.34083443	214.188144333	249.140267254	201.901131217	295.520355801	382.076821093	211.85554661	238.915183281	214.605108444	321.792391072	335.818281003	135.253650172	169.178724197	84.36166511	144.508776732	132.678970531	250.429757993	373.87487415	137.963817975	578.493033815	301.881082096	178.531567583	190.295004784	146.866301354	130.450636966	246.12709541	319.239632525	373.729136711	157.32680842	181.91471981	165.874912412	128.958153962	360.824755117	75.15609279	160.57042741	91.444998137	312.680704531	313.246005991	223.465325743	388.791285566	199.51456781	377.718074253	268.690332118	319.134258312	118.760503027	265.86166079	249.541870509	204.719901928	168.27291681	295.328350172	151.25026991	295.597814771	159.83446711	219.278727239	324.050422068	291.142174166	249.80674471	416.300668998	359.56362459	317.856311441	327.40122401	439.12497001	329.58937025	448.92136851	296.42095253	551.366686867	294.987786022	456.540810608	322.347221019	235.203209723	339.258154962	392.197366571	321.426819135	464.69443121	244.626394641	407.143502332	225.781675098	161.482243773	183.556943012	212.616439409	224.763837181	206.648991709	238.60262831	219.984297362	145.46811387	163.849687499	358.129041295	214.161072673	210.306163236
"HMR_4381"	163.02620841	169.60979501	192.52421601	187.14252751	178.93930991	239.35696821	226.79469861	225.50449901	215.15886321	207.78001861	104.13595731	174.73465181	187.65337681	193.26490551	129.26895661	237.68565381	179.86690591	207.49562581	268.27176701	174.21666641	94.62310125	185.03934591	190.69552051	153.18938831	122.32092321	175.13621491	195.10776151	179.49447301	246.71401281	231.87483151	210.91325561	173.61217841	223.31059841	188.49937861	161.64039921	153.44623641	186.30403361	191.45859211	179.58967011	126.58767651	870.23820801	145.72687421	75.91240358	77.56662998	84.31089144	93.04957416	102.07504571	228.31393021	72.57846372	103.18868581	74.26115457	131.14432381	81.65456472	78.08627874	87.32340733	111.77363681	86.99538739	106.45402821	87.56054266	78.33072127	75.03086436	86.37686123	81.79168218	109.93535761	104.43445581	104.98476751	95.46442273	92.42679198	100.42800101	70.33015808	107.62672501	99.83868416	128.61523121	102.83016921	96.90137301	117.99557021	104.80216131	93.98226763	98.39256864	82.44864973	93.86959876	71.48747448	87.12068071	89.24684243	106.73316421	89.85491489	87.4436384	65.66824619	72.9508493
"HMR_4391"	154.04940911	151.05389141	198.82312221	163.50301981	174.10757681	156.07266761	179.22147681	207.78018711	208.81585501	178.74611871	122.70283341	175.40707761	179.25580741	206.04697601	159.65059161	172.95840301	130.39418411	179.65943231	210.72620761	130.23744281	110.00050391	161.37469761	189.24365121	122.58254421	142.01984491	152.86829801	169.92195161	166.34025231	300.83256991	184.52385531	166.60923331	156.55119571	171.24310151	154.55520701	142.45555501	154.64802251	133.53217691	161.83462651	156.99070221	128.70067261	212.81553891	154.70235321	176.05827181	123.10507511	139.81304341	128.17398201	147.64748861	165.63484501	135.10649721	210.48493631	156.80722701	252.57247181	83.39189588	159.66254701	171.68669911	179.18924061	173.10351941	169.22351871	171.53003341	177.37747941	178.69998251	174.20185521	143.01844121	150.46142621	161.40241161	151.87998071	143.06064491	149.05742851	100.16137801	139.17968121	225.98385071	168.76150631	189.80759901	177.31403251	174.31520051	170.02668871	196.01437911	246.63708081	144.41828571	146.31085101	128.34894171	137.14200511	148.92183361	151.04340391	141.32803851	148.33558481	134.93103101	109.11272171	133.97915131
"HMR_4394"	157.753123471	129.051891413	138.798251209	239.355378533	156.762894145	170.419180243	157.223696439	225.248243917	122.178418564	189.658519868	146.11324246	115.705271059	169.695497639	200.59329263	84.333538426	166.298024375	140.255580903	212.714912117	214.9337718	20.478298247	55.229994033	155.913624938	128.615592592	58.071540738	60.910316568	94.553001076	113.450050211	35.637676051	151.332137418	168.869042728	165.630138843	149.450395705	104.085024932	118.174448852	119.811964645	154.10175612	82.921879321	166.940751655	82.522294854	17.672331171	107.294500889	43.630800666	21.537670988	22.377998838	18.332834228	23.724028621	26.512412315	93.661142583	28.643726046	43.018413943	36.069703648	70.346075042	33.009292126	28.510529926	39.649102651	20.870149703	19.209078406	47.631284342	46.989296457	20.142185478	29.522570387	17.547961954	22.492024357	19.703282017	17.45331789	18.818595227	30.515977872	23.491227016	35.460860553	19.117609541	65.915318102	46.589176878	36.437273553	45.647889928	43.444711515	30.393177411	51.143648152	67.964577721	33.889373839	23.514989775	31.627667978	17.363181665	24.909909594	24.947854509	29.828738623	18.955273024	24.167474703	21.559402398	20.733877375
"HMR_4396"	113.685199601	137.799674571	168.934194689	162.001417645	154.119894932	157.997957249	156.788575439	138.890271006	155.705747265	161.710922354	96.547755793	131.987581933	126.54491054	141.79576843	213.11246866	128.291578281	138.225293297	174.904082626	167.701490234	248.762205941	190.134538477	130.610654884	161.157490261	224.37260623	205.619220563	184.233705753	244.44157401	253.66188781	185.868102834	135.19186882	155.51282984	137.53630166	162.848341908	104.185081112	144.52084957	139.78957601	144.33997241	121.365420071	140.67256451	270.46350295	407.187064473	241.589976194	231.121292188	231.604463365	243.665527303	248.158959198	181.296120945	199.476784568	199.070306513	205.766787703	201.970133327	235.569164088	103.371204274	234.527296954	232.369066966	278.161084542	232.593990848	211.06984573	259.014170717	262.938728801	221.623350923	261.430559281	227.342885009	255.694864266	272.606144951	260.313815471	240.15693808	236.590214839	233.47288386	252.491799644	214.406313151	250.30913383	208.276568109	235.312424178	208.00801268	208.149489001	176.741808217	193.340639576	206.52780726	311.08284863	263.79171954	284.674789268	293.20986072	279.16381746	272.356377034	291.922739046	260.466290348	242.82009702	302.310378486
"HMR_4521"	602.763824665	280.105782776	287.946469893	62.895677534	301.83877586	418.533110698	214.127844865	402.833036947	803.397355471	952.14403497	87.345043283	266.905019247	219.241156895	169.06418543	297.397004404	152.184365012	775.445552812	116.448076222	232.270202116	1022.139118065	493.424705357	384.732570172	170.219157197	420.039173686	689.462258891	240.112854536	1025.783865029	137.65285605	188.332578619	127.21951057	175.176309416	447.683997812	194.028877486	282.644042566	258.012515368	426.961831124	295.127353904	382.452990949	287.024922825	89.706289706	152.695149171	114.81133544	175.800163877	252.678383026	302.79395416	894.648774404	400.079979873	414.682921339	424.989619381	542.198538454	551.856362121	301.321700556	145.501485002	221.372720975	733.171274689	321.658492716	251.315078775	430.627899795	730.282431653	780.782266293	657.727495441	1040.35562748	712.834744762	464.146631829	941.989820138	629.969115096	986.193723088	1331.798759118	1323.07225751	797.888022352	518.568796966	344.812926371	292.49951798	365.183119275	437.193900055	247.848231872	179.571031232	402.344990364	303.11462247	285.855399534	406.776117124	100.163854185	301.914248469	361.266327875	270.760933392	269.987681759	695.819857486	840.243512598	556.635343052
"HMR_6410"	42.561328181	40.95553008	54.24469829	40.32874276	50.13439239	38.81632204	54.14838253	54.02711957	50.54269973	35.55171422	40.20132307	56.89202723	48.77049896	55.90025487	48.3656028	48.39346515	37.95394745	61.00765746	57.0077505	43.86587502	42.05811526	49.96881501	51.56639174	46.47274937	39.52291589	44.95454681	53.71285287	41.23521679	62.17805912	55.90314233	46.0582332	37.64853719	59.46288031	41.8420729	46.78016481	41.40699438	47.74064154	45.40653408	50.66736676	51.09608793	62.60323771	35.77725655	38.94561544	42.66947097	34.44961156	45.76208566	43.81097094	33.84193956	38.98131138	60.3645486	52.23539716	65.4158373	11.72698537	43.52643363	41.98430489	56.3709198	43.78605169	49.52356011	42.25216413	49.17906823	48.97753612	54.43275575	39.36792512	47.6908985	49.01609368	44.17226531	43.29896325	51.87645965	47.103398724	40.107786751	62.93016906	47.38444021	57.46519629	52.66645703	45.10253441	53.78216578	45.99301125	48.38493863	37.79484071	40.30544427	38.74507165	39.36558842	47.25970515	54.57581953	45.15711547	47.11904074	46.5187564	35.05519749	46.71367553
"HMR_6412"	42.561328181	32.2961084	54.24469829	40.32874276	32.00506928	23.53821769	49.26535875	54.02711957	40.07170218	35.55171422	30.02990398	49.7114801	48.77049896	55.90025487	43.02431536	33.30189301	37.95394745	34.09933706	57.0077505	15.37761511	18.77758533	34.45026682	34.84486277	20.67610636	17.69776139	28.73893552	31.66577707	21.03742395	62.17805912	55.90314233	46.0582332	37.64853719	33.6290071	41.8420729	39.06641423	41.40699438	30.85811959	45.40653408	36.66321913	20.93787062	20.21747621	9.349457293	18.0388749	16.48356092	15.71385791	21.15492908	14.45310382	16.44432275	24.76713154	32.08341066	18.48951196	20.32219946	11.72698537	16.76984717	20.01366982	16.67460415	15.66005699	22.65324421	14.74623451	15.83829969	23.33235402	18.91091046	17.67427128	20.15108388	15.65905157	14.70391846	17.13463999	17.47859153	13.420024924	18.507936341	27.02770082	19.64963151	20.0265931	21.4365538	20.4789886	19.38659465	26.50280775	26.94689313	16.71371845	11.98721504	14.16410467	14.56879462	14.23423406	15.453916	14.60133922	18.18629643	17.62917994	16.46591217	14.32219643
"HMR_7745"	29.69249002	36.09565057	48.24221118	55.94540485	35.35011523	25.58771949	51.53765695	40.14663431	32.97357403	44.04462373	42.13873623	39.36092555	35.39898468	24.71200292	69.82875784	44.45538416	40.02566947	58.45600638	39.67132027	47.68194166	48.73595147	29.48979247	51.76664957	49.65368881	50.77944257	54.43268581	57.91470658	47.06598839	54.21846827	33.72549123	29.53601492	30.73836264	50.01877579	19.45068249	36.32927693	29.06137337	32.49792305	36.03827147	41.92228745	72.2260491	48.94757397	61.70641808	52.76872784	45.12113984	49.25690074	59.08928955	59.21255968	70.78208485	49.03174157	43.85102841	47.99190261	78.06610584	19.11064281	57.48639178	56.65332171	52.82084279	51.50517326	54.60567218	62.0411524	52.50740657	51.01826679	57.49938988	43.13953753	50.15380876	55.45914094	43.44614588	50.64238038	45.93373853	42.7485562	47.51096128	68.21468967	56.46369659	57.18704917	53.0473095	68.10076366	58.83518786	70.94820978	66.1061713	50.47710948	66.05498457	55.52517567	49.45793776	52.91755717	52.47454541	50.69067971	54.59733811	50.17535829	45.22915112	61.01316233
"HMR_7746"	75.58088367	75.76993968	80.79891079	84.39003936	73.88008895	84.40221064	90.16672626	85.29024331	70.47786815	82.11458437	76.04346652	83.933151184	72.412886537	77.20370566	96.29018187	76.33005317	71.267237572	82.11677087	89.33956016	80.13739957	69.627163849	75.362802962	81.75525991	86.07932457	64.34981083	84.19937133	93.782337356	101.68865681	99.61144875	79.24040917	80.408128992	70.19784212	84.14747095	59.02420926	77.80934859	70.52299438	75.09554465	74.988300232	73.7171119	89.514199142	107.47184721	89.63013049	88.588369721	84.50433125	60.03499558	81.970332372	76.05945881	82.22161371	67.337882264	72.57622739	74.26115457	86.33928526	53.4229333	79.714940527	76.61765626	88.17817543	81.982394644	70.554853654	73.73117249	76.207470943	80.06466668	81.94727861	72.954546551	91.351580226	81.63911776	81.08333631	78.819343905	86.06458467	78.38716542	76.77527473	79.55018807	85.68962404	87.89449191	81.93769037	77.75514399	81.098503	76.679200139	82.765457439	68.95458716	74.074306123	78.92776456	67.82492835	81.69323895	82.50366277	71.77477118	74.648402765	79.04071884	67.53108277	69.567116843
"HMR_7747"	35.46777349	28.58492769	28.82675907	21.66597351	34.81325601	36.2078652	28.33120729	34.29547591	28.74490194	32.29280709	40.03987197	32.46856092	43.92574741	33.06295563	41.94625735	36.2356312	31.78021583	28.47410629	42.4869084	16.62444876	17.98114615	38.91014284	28.33648323	26.45610607	24.88943121	25.04664844	22.55332324	20.05785433	31.33880752	32.75914478	34.5538738	44.27277348	23.5852769	30.33130185	33.0198291	47.63443153	30.74631481	32.70452037	20.76580691	19.97741784	19.68543736	19.69619002	18.35434012	21.85636716	15.10947876	17.58227502	15.13059306	26.69223402	16.94215375	15.37561376	17.88329845	18.47035407	12.16131816	18.07635608	15.95173355	17.85796315	15.21642932	21.62600879	22.15755443	16.75646199	21.15557464	16.8664877	14.97632956	13.21015499	13.1307672	14.58289855	16.10112202	17.68833463	25.0625631	14.37086822	18.35463265	16.70052998	16.18816276	18.11769648	18.5448619	17.56050251	17.36224085	24.22565515	20.57719106	18.4611465	24.76950749	15.4369537	21.65856477	20.13402653	20.31666287	19.35898574	22.83559984	21.91112679	17.71349875
"HMR_7748"	75.58088367	75.76993968	80.79891079	84.39003936	73.88008895	84.40221064	90.16672626	85.29024331	70.47786815	82.11458437	76.04346652	83.933151184	72.412886537	77.20370566	96.29018187	76.33005317	71.267237572	82.11677087	89.33956016	80.13739957	69.627163849	75.362802962	81.75525991	86.07932457	64.34981083	84.19937133	93.782337356	101.68865681	99.61144875	79.24040917	80.408128992	70.19784212	84.14747095	59.02420926	77.80934859	70.52299438	75.09554465	74.988300232	73.7171119	89.514199142	107.47184721	89.63013049	88.588369721	84.50433125	60.03499558	81.970332372	76.05945881	82.22161371	67.337882264	72.57622739	74.26115457	86.33928526	53.4229333	79.714940527	76.61765626	88.17817543	81.982394644	70.554853654	73.73117249	76.207470943	80.06466668	81.94727861	72.954546551	91.351580226	81.63911776	81.08333631	78.819343905	86.06458467	78.38716542	76.77527473	79.55018807	85.68962404	87.89449191	81.93769037	77.75514399	81.098503	76.679200139	82.765457439	68.95458716	74.074306123	78.92776456	67.82492835	81.69323895	82.50366277	71.77477118	74.648402765	79.04071884	67.53108277	69.567116843
"HMR_7749"	75.58088367	75.76993968	80.79891079	84.39003936	73.88008895	84.40221064	90.16672626	85.29024331	70.47786815	82.11458437	76.04346652	83.933151184	72.412886537	77.20370566	96.29018187	76.33005317	71.267237572	82.11677087	89.33956016	80.13739957	69.627163849	75.362802962	81.75525991	86.07932457	64.34981083	84.19937133	93.782337356	101.68865681	99.61144875	79.24040917	80.408128992	70.19784212	84.14747095	59.02420926	77.80934859	70.52299438	75.09554465	74.988300232	73.7171119	89.514199142	107.47184721	89.63013049	88.588369721	84.50433125	60.03499558	81.970332372	76.05945881	82.22161371	67.337882264	72.57622739	74.26115457	86.33928526	53.4229333	79.714940527	76.61765626	88.17817543	81.982394644	70.554853654	73.73117249	76.207470943	80.06466668	81.94727861	72.954546551	91.351580226	81.63911776	81.08333631	78.819343905	86.06458467	78.38716542	76.77527473	79.55018807	85.68962404	87.89449191	81.93769037	77.75514399	81.098503	76.679200139	82.765457439	68.95458716	74.074306123	78.92776456	67.82492835	81.69323895	82.50366277	71.77477118	74.648402765	79.04071884	67.53108277	69.567116843
"HMR_8360"	246.76781871	299.45693941	373.51278811	397.79585401	272.97226821	238.17695201	276.78525891	237.03597911	292.93622481	390.92072421	196.64743571	300.26214281	206.90318961	227.35042681	639.63142181	250.47780951	231.61852211	370.16338161	307.50018581	629.38651671	470.84871781	199.64771531	370.17660241	409.87568421	556.82285291	406.83674531	745.93028321	660.22993021	394.98220731	167.61279231	181.05087591	204.68413571	406.79605761	164.34356341	264.48211261	171.80078801	245.63510411	215.93423311	294.86844761	764.52041331	565.02525591	620.05600701	974.47206681	936.32885541	906.46799521	1055.05692701	820.66530081	372.02301161	830.23732221	866.05781091	676.02909541	680.99810621	198.49008551	909.40178661	815.61049141	1418.38127301	1148.28587801	724.09283891	703.08212351	1101.79476101	813.36722131	1320.95265001	1120.05876401	1055.02119101	1058.86180401	1034.78069701	1117.99446201	956.49844241	877.63407981	1064.96843101	701.95376391	804.37572441	817.36314521	744.29455781	800.61468171	797.80214551	727.54559891	612.54403101	682.95277151	805.04381911	782.46662011	801.85343281	1056.48226001	1062.28957801	1145.10447401	1087.62126901	802.49092561	911.57842951	993.59102151
"HMR_8652"	602.763824665	280.105782776	287.946469893	62.895677534	301.83877586	418.533110698	214.127844865	402.833036947	803.397355471	952.14403497	87.345043283	266.905019247	219.241156895	169.06418543	297.397004404	152.184365012	775.445552812	116.448076222	232.270202116	1022.139118065	493.424705357	384.732570172	170.219157197	420.039173686	689.462258891	240.112854536	1025.783865029	137.65285605	188.332578619	127.21951057	175.176309416	447.683997812	194.028877486	282.644042566	258.012515368	426.961831124	295.127353904	382.452990949	287.024922825	89.706289706	152.695149171	114.81133544	175.800163877	252.678383026	302.79395416	894.648774404	400.079979873	414.682921339	424.989619381	542.198538454	551.856362121	301.321700556	145.501485002	221.372720975	733.171274689	321.658492716	251.315078775	430.627899795	730.282431653	780.782266293	657.727495441	1040.35562748	712.834744762	464.146631829	941.989820138	629.969115096	986.193723088	1331.798759118	1323.07225751	797.888022352	518.568796966	344.812926371	292.49951798	365.183119275	437.193900055	247.848231872	179.571031232	402.344990364	303.11462247	285.855399534	406.776117124	100.163854185	301.914248469	361.266327875	270.760933392	269.987681759	695.819857486	840.243512598	556.635343052
